Item_ID,Item_Name,Category,Dispatch_Date,Dispatch_Quantity,Warehouse,Inbound_Date,Inbound_Quantity,Supplier,Lead_Time_Days,Stock_Level_Before_Dispatch,Stock_Level_After_Dispatch
80086-012-FS0-UAE-WJT-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-01-27,27,Warehouse 1,2024-01-22,51,Supplier C,10,508,532
49271-NEW-170-CON,Consumables Item 242,CONSUMABLES,2024-10-16,86,Warehouse 1,2024-10-06,88,Supplier B,4,101,81
42929-NEW-361-PAC,Packaging Materials Item 336,PACKAGING MATERIALS,2025-09-02,91,Warehouse 1,2025-08-28,100,Supplier E,3,145,119
67915-NEW-382-CON,Consumables Item 88,CONSUMABLES,2024-01-05,38,Warehouse 3,2023-12-31,33,Supplier E,10,287,272
52844-NEW-982-PAC,Packaging Materials Item 37,PACKAGING MATERIALS,2024-10-13,78,Warehouse 1,2024-10-07,93,Supplier C,7,102,74
E30816-001,FOIL ENVELOPED 2.0g GREEN ROOIBOS LEMONGRASS & SPEARMINT,FINISHED GOODS,2024-02-08,47,Warehouse 1,2024-02-07,57,Supplier B,5,279,289
79259-NEW-636-CON,Consumables Item 48,CONSUMABLES,2024-08-26,83,Warehouse 2,2024-08-20,78,Supplier B,5,296,281
35161-NEW-475-SPA,Spare Parts Item 36,SPARE PARTS,2025-09-03,79,Warehouse 2,2025-08-31,83,Supplier A,5,204,191
41637-NEW-707-PAC,Packaging Materials Item 172,PACKAGING MATERIALS,2025-07-06,70,Warehouse 2,2025-07-01,73,Supplier C,10,134,129
80086-012-R00-USA-DDL-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-07-28,33,Warehouse 1,2024-07-18,31,Supplier E,12,217,215
73129-NEW-162-CON,Consumables Item 184,CONSUMABLES,2024-05-09,46,Warehouse 3,2024-05-06,45,Supplier A,10,263,235
80359-NEW-693-RAW,Raw Materials Item 19,RAW MATERIALS,2025-07-18,93,Warehouse 3,2025-07-16,108,Supplier C,8,107,83
38906-NEW-722-SPA,Spare Parts Item 436,SPARE PARTS,2025-02-23,53,Warehouse 1,2025-02-14,65,Supplier A,5,212,185
53221-NEW-911-RAW,Raw Materials Item 358,RAW MATERIALS,2024-07-27,45,Warehouse 1,2024-07-18,48,Supplier D,3,179,169
78903-NEW-522-PAC,Packaging Materials Item 193,PACKAGING MATERIALS,2025-01-16,31,Warehouse 1,2025-01-14,39,Supplier A,3,285,275
29627-NEW-750-PAC,Packaging Materials Item 443,PACKAGING MATERIALS,2024-03-06,89,Warehouse 3,2024-03-01,86,Supplier B,5,273,261
26003-NEW-955-SPA,Spare Parts Item 43,SPARE PARTS,2025-01-30,72,Warehouse 3,2025-01-23,73,Supplier D,10,176,161
81976-006-R00-000-000-LEAFTE-070G-SS.EST.CBOP,TPR CERAMIC CADDY 0070g/06 SOMERSET ESTATE BOP,FINISHED GOODS,2024-03-16,33,Warehouse 1,2024-03-21,12,Supplier C,7,192,171
42372-NEW-604-SPA,Spare Parts Item 24,SPARE PARTS,2025-04-10,13,Warehouse 3,2025-04-08,21,Supplier E,9,186,163
15552-NEW-859-CON,Consumables Item 323,CONSUMABLES,2024-09-08,74,Warehouse 2,2024-09-05,77,Supplier C,5,195,184
69269-NEW-223-CON,Consumables Item 373,CONSUMABLES,2024-05-22,34,Warehouse 3,2024-05-19,46,Supplier E,5,245,233
84277-NEW-342-SPA,Spare Parts Item 124,SPARE PARTS,2024-05-19,93,Warehouse 3,2024-05-17,90,Supplier B,4,145,118
65024-NEW-463-RAW,Raw Materials Item 249,RAW MATERIALS,2025-09-28,64,Warehouse 2,2025-09-22,62,Supplier C,4,165,155
41359-NEW-826-WOR,Work-In-Progress Item 197,WORK-IN-PROGRESS,2025-05-06,59,Warehouse 3,2025-04-26,70,Supplier B,8,210,197
82797-NEW-709-SPA,Spare Parts Item 353,SPARE PARTS,2024-03-25,36,Warehouse 2,2024-03-22,37,Supplier E,4,299,269
23050-NEW-245-CON,Consumables Item 368,CONSUMABLES,2024-07-23,28,Warehouse 2,2024-07-13,41,Supplier C,9,137,125
81723-NEW-245-RAW,Raw Materials Item 424,RAW MATERIALS,2025-04-15,88,Warehouse 1,2025-04-13,89,Supplier A,9,273,256
29551-NEW-870-RAW,Raw Materials Item 109,RAW MATERIALS,2024-02-18,68,Warehouse 3,2024-02-08,72,Supplier C,5,273,254
37216-NEW-269-WOR,Work-In-Progress Item 283,WORK-IN-PROGRESS,2024-12-21,11,Warehouse 1,2024-12-15,19,Supplier C,5,112,99
14070-NEW-984-WOR,Work-In-Progress Item 300,WORK-IN-PROGRESS,2025-02-07,87,Warehouse 1,2025-02-05,94,Supplier D,9,114,91
80107-012-R00-PHL-EIC-0025FE-2.0G-DJ,FOIL ENV TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-03-17,37,Warehouse 1,2024-03-26,50,Supplier B,8,154,167
93520-NEW-292-RAW,Raw Materials Item 284,RAW MATERIALS,2024-07-17,17,Warehouse 3,2024-07-13,25,Supplier E,5,102,80
37770-NEW-692-CON,Consumables Item 118,CONSUMABLES,2024-08-10,29,Warehouse 2,2024-08-04,28,Supplier A,9,164,149
71030-NEW-047-PAC,Packaging Materials Item 464,PACKAGING MATERIALS,2025-08-14,46,Warehouse 3,2025-08-04,47,Supplier E,9,233,227
90400-NEW-323-SPA,Spare Parts Item 11,SPARE PARTS,2025-07-10,82,Warehouse 1,2025-07-08,88,Supplier A,2,107,101
65436-NEW-258-RAW,Raw Materials Item 57,RAW MATERIALS,2024-08-04,90,Warehouse 1,2024-07-29,91,Supplier A,8,286,261
10655-NEW-949-CON,Consumables Item 358,CONSUMABLES,2025-07-17,98,Warehouse 3,2025-07-14,102,Supplier A,6,216,196
78767-NEW-599-CON,Consumables Item 254,CONSUMABLES,2024-12-17,52,Warehouse 1,2024-12-13,65,Supplier A,3,150,136
80365-012-R00-QAT-ALM-0020ST-1.5G-GMM,TAG TBAG 020/1.5g/12 GREEN TEA MOROCCAN MINT,FINISHED GOODS,2024-03-27,9,Warehouse 1,2024-03-21,12,Supplier A,5,131,134
23152-NEW-031-RAW,Raw Materials Item 89,RAW MATERIALS,2025-04-06,21,Warehouse 3,2025-03-30,36,Supplier A,5,144,135
81565-004-FS0-PHL-EIC-0050FE-2.0G-DJ,t SACHET 050's/2.0g/04 SINGLE ESTATE DARJEELING,FINISHED GOODS,2024-05-31,36,Warehouse 1,2024-06-01,36,Supplier B,5,62,62
22833-NEW-103-WOR,Work-In-Progress Item 114,WORK-IN-PROGRESS,2024-12-28,71,Warehouse 1,2024-12-19,74,Supplier C,6,268,251
86992-NEW-417-RAW,Raw Materials Item 350,RAW MATERIALS,2025-06-24,33,Warehouse 2,2025-06-15,31,Supplier E,8,191,180
19768-NEW-062-PAC,Packaging Materials Item 272,PACKAGING MATERIALS,2024-10-28,45,Warehouse 2,2024-10-21,56,Supplier B,10,274,255
13811-NEW-476-SPA,Spare Parts Item 18,SPARE PARTS,2024-07-09,93,Warehouse 1,2024-07-04,92,Supplier B,9,127,119
38097-NEW-223-SPA,Spare Parts Item 431,SPARE PARTS,2025-06-24,37,Warehouse 3,2025-06-22,45,Supplier C,5,133,107
45093-NEW-635-PAC,Packaging Materials Item 137,PACKAGING MATERIALS,2024-02-10,56,Warehouse 3,2024-02-03,51,Supplier C,4,284,273
45066-NEW-882-WOR,Work-In-Progress Item 74,WORK-IN-PROGRESS,2025-07-28,61,Warehouse 3,2025-07-18,71,Supplier B,8,235,207
38295-NEW-057-SPA,Spare Parts Item 394,SPARE PARTS,2025-06-23,64,Warehouse 2,2025-06-20,68,Supplier C,5,190,164
80440-012-R00-JPN-WCL-0020FE-1.5G-RH,FOIL ENV TBAG 020/1.5g/12 ROSEHIP,FINISHED GOODS,2024-09-20,8,Warehouse 1,2024-09-11,13,Supplier A,8,493,498
47047-NEW-400-WOR,Work-In-Progress Item 191,WORK-IN-PROGRESS,2024-01-12,40,Warehouse 3,2024-01-02,44,Supplier B,4,214,204
11669-NEW-186-CON,Consumables Item 213,CONSUMABLES,2025-08-17,48,Warehouse 2,2025-08-13,55,Supplier E,8,197,172
49168-NEW-548-PAC,Packaging Materials Item 468,PACKAGING MATERIALS,2024-08-04,15,Warehouse 1,2024-08-01,13,Supplier D,8,201,171
80347-012-R00-AZE-FMC-0025ST-1.5G-GMM,TAG TBAG 025/1.5g/12 GREEN TEA MOROCCAN MINT,FINISHED GOODS,2024-05-22,15,Warehouse 1,2024-05-27,29,Supplier E,12,284,298
96316-NEW-078-PAC,Packaging Materials Item 3,PACKAGING MATERIALS,2025-04-04,37,Warehouse 3,2025-04-01,43,Supplier E,2,131,105
75677-NEW-367-CON,Consumables Item 493,CONSUMABLES,2024-02-09,26,Warehouse 3,2024-02-01,29,Supplier C,8,166,143
80022-024-R00-MDV-SCL-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-09-10,31,Warehouse 1,2024-09-03,42,Supplier B,12,458,469
E30816-001,FOIL ENVELOPED 2.0g GREEN ROOIBOS LEMONGRASS & SPEARMINT,FINISHED GOODS,2024-09-20,49,Warehouse 1,2024-09-23,29,Supplier D,5,293,273
84604-NEW-717-RAW,Raw Materials Item 24,RAW MATERIALS,2025-04-01,36,Warehouse 3,2025-03-29,51,Supplier A,9,181,162
87487-NEW-530-RAW,Raw Materials Item 499,RAW MATERIALS,2024-05-24,28,Warehouse 1,2024-05-21,25,Supplier C,3,117,101
80110-144-R00-SGP-KUM-0010FE-2.0G-EB,FOIL ENV TBAG 010/2.0g/144 ENGLISH BREAKFAST,FINISHED GOODS,2024-08-25,26,Warehouse 1,2024-08-20,31,Supplier E,5,196,201
58522-NEW-294-PAC,Packaging Materials Item 330,PACKAGING MATERIALS,2025-04-07,89,Warehouse 1,2025-04-02,87,Supplier E,2,255,227
49141-NEW-172-PAC,Packaging Materials Item 414,PACKAGING MATERIALS,2025-09-30,52,Warehouse 3,2025-09-23,55,Supplier D,5,205,191
26218-NEW-572-RAW,Raw Materials Item 94,RAW MATERIALS,2025-07-11,98,Warehouse 2,2025-07-02,104,Supplier E,8,163,145
80110-144-R00-SGP-KUM-0010FE-2.0G-EB,FOIL ENV TBAG 010/2.0g/144 ENGLISH BREAKFAST,FINISHED GOODS,2024-07-13,12,Warehouse 1,2024-07-19,16,Supplier A,14,192,196
49278-NEW-412-WOR,Work-In-Progress Item 251,WORK-IN-PROGRESS,2024-10-29,98,Warehouse 3,2024-10-24,106,Supplier D,6,122,112
92367-NEW-820-CON,Consumables Item 56,CONSUMABLES,2025-04-09,62,Warehouse 3,2025-03-31,68,Supplier E,8,294,278
60007-NEW-795-WOR,Work-In-Progress Item 165,WORK-IN-PROGRESS,2024-10-31,37,Warehouse 3,2024-10-29,43,Supplier D,9,224,199
99896-NEW-739-CON,Consumables Item 120,CONSUMABLES,2024-09-23,59,Warehouse 3,2024-09-16,74,Supplier C,8,159,140
92144-NEW-962-PAC,Packaging Materials Item 183,PACKAGING MATERIALS,2025-01-08,18,Warehouse 1,2025-01-06,25,Supplier B,9,132,105
80184-006-R00-CHN-RCL-0020ST-2.0G-FJAS,EXCEPTIONAL LEAF TBAG 020/2.0g/06 FRAGRANT JASMINE GREEN TEA,FINISHED GOODS,2024-06-18,32,Warehouse 1,2024-06-20,11,Supplier A,7,135,114
73451-NEW-362-RAW,Raw Materials Item 461,RAW MATERIALS,2024-07-26,41,Warehouse 3,2024-07-17,45,Supplier B,8,182,167
39107-NEW-745-SPA,Spare Parts Item 367,SPARE PARTS,2024-09-05,94,Warehouse 3,2024-08-28,104,Supplier B,6,197,170
65782-NEW-994-SPA,Spare Parts Item 377,SPARE PARTS,2024-10-06,81,Warehouse 2,2024-09-30,85,Supplier A,5,299,293
36129-NEW-676-RAW,Raw Materials Item 489,RAW MATERIALS,2024-05-05,51,Warehouse 1,2024-04-29,48,Supplier B,3,211,202
51967-NEW-495-SPA,Spare Parts Item 267,SPARE PARTS,2024-12-06,46,Warehouse 2,2024-11-30,54,Supplier B,7,147,135
80251-012-R00-RUS-JTC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/12 LEMON,FINISHED GOODS,2024-06-02,7,Warehouse 1,2024-05-26,32,Supplier B,9,396,421
54595-NEW-428-PAC,Packaging Materials Item 482,PACKAGING MATERIALS,2024-07-04,79,Warehouse 3,2024-06-29,90,Supplier B,3,270,252
33174-NEW-499-PAC,Packaging Materials Item 426,PACKAGING MATERIALS,2024-01-29,40,Warehouse 2,2024-01-24,44,Supplier B,9,287,274
91924-NEW-796-SPA,Spare Parts Item 431,SPARE PARTS,2024-12-13,93,Warehouse 3,2024-12-09,100,Supplier A,2,280,271
27171-NEW-238-WOR,Work-In-Progress Item 382,WORK-IN-PROGRESS,2024-01-31,56,Warehouse 3,2024-01-21,61,Supplier D,8,246,217
20784-NEW-998-PAC,Packaging Materials Item 227,PACKAGING MATERIALS,2025-04-08,68,Warehouse 1,2025-04-02,69,Supplier B,10,125,117
95057-NEW-728-CON,Consumables Item 418,CONSUMABLES,2024-04-08,91,Warehouse 2,2024-03-30,101,Supplier B,2,289,275
18967-NEW-682-RAW,Raw Materials Item 122,RAW MATERIALS,2024-08-18,14,Warehouse 3,2024-08-15,10,Supplier B,6,190,172
34394-NEW-417-PAC,Packaging Materials Item 466,PACKAGING MATERIALS,2025-07-12,39,Warehouse 3,2025-07-06,54,Supplier E,2,234,216
80101-012-R00-EGY-ASC-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-08-28,38,Warehouse 1,2024-08-20,35,Supplier E,7,156,153
50878-NEW-368-WOR,Work-In-Progress Item 181,WORK-IN-PROGRESS,2025-01-09,61,Warehouse 3,2025-01-07,58,Supplier E,7,158,143
34898-NEW-638-RAW,Raw Materials Item 420,RAW MATERIALS,2024-02-22,95,Warehouse 1,2024-02-13,99,Supplier D,10,226,221
29019-NEW-846-CON,Consumables Item 455,CONSUMABLES,2024-04-29,17,Warehouse 3,2024-04-26,32,Supplier C,2,275,252
45996-NEW-614-CON,Consumables Item 120,CONSUMABLES,2025-03-07,97,Warehouse 2,2025-02-27,106,Supplier A,2,287,280
17843-NEW-398-CON,Consumables Item 61,CONSUMABLES,2025-09-13,86,Warehouse 1,2025-09-04,98,Supplier D,3,236,217
68106-NEW-527-PAC,Packaging Materials Item 371,PACKAGING MATERIALS,2025-01-02,89,Warehouse 2,2024-12-26,97,Supplier C,3,242,222
80250-012-R00-USA-CVL-0020ST-1.5G-GN.HNY,TAG TBAG 020/1.5g/12 GINGER & HONEY,FINISHED GOODS,2024-01-27,9,Warehouse 1,2024-01-24,53,Supplier B,5,179,223
41907-NEW-442-CON,Consumables Item 70,CONSUMABLES,2025-07-24,47,Warehouse 1,2025-07-19,53,Supplier E,8,251,239
59607-NEW-476-SPA,Spare Parts Item 447,SPARE PARTS,2025-05-15,27,Warehouse 2,2025-05-11,39,Supplier E,3,144,138
48920-NEW-039-CON,Consumables Item 322,CONSUMABLES,2024-11-23,42,Warehouse 1,2024-11-14,52,Supplier C,9,122,103
39038-NEW-943-SPA,Spare Parts Item 134,SPARE PARTS,2025-02-15,88,Warehouse 1,2025-02-05,89,Supplier A,3,112,96
14189-NEW-702-CON,Consumables Item 10,CONSUMABLES,2025-03-11,65,Warehouse 3,2025-03-01,73,Supplier C,3,206,196
21318-NEW-640-RAW,Raw Materials Item 325,RAW MATERIALS,2025-01-11,63,Warehouse 1,2025-01-03,64,Supplier C,8,115,85
10057-NEW-719-WOR,Work-In-Progress Item 186,WORK-IN-PROGRESS,2025-05-27,17,Warehouse 3,2025-05-17,13,Supplier D,2,240,215
53358-NEW-280-PAC,Packaging Materials Item 408,PACKAGING MATERIALS,2024-07-11,26,Warehouse 3,2024-07-06,35,Supplier A,5,298,291
39856-NEW-642-RAW,Raw Materials Item 89,RAW MATERIALS,2024-01-09,78,Warehouse 3,2024-01-05,77,Supplier C,5,132,111
14415-NEW-250-SPA,Spare Parts Item 137,SPARE PARTS,2024-11-30,86,Warehouse 3,2024-11-21,85,Supplier E,7,118,89
82887-NEW-524-WOR,Work-In-Progress Item 451,WORK-IN-PROGRESS,2025-08-30,13,Warehouse 3,2025-08-28,18,Supplier E,2,123,110
12438-NEW-054-SPA,Spare Parts Item 274,SPARE PARTS,2024-02-10,91,Warehouse 1,2024-02-08,90,Supplier E,4,189,166
66641-NEW-607-PAC,Packaging Materials Item 491,PACKAGING MATERIALS,2025-06-26,60,Warehouse 2,2025-06-19,73,Supplier C,7,159,150
45964-NEW-297-RAW,Raw Materials Item 46,RAW MATERIALS,2025-01-03,96,Warehouse 1,2024-12-31,101,Supplier E,2,178,150
39429-NEW-803-PAC,Packaging Materials Item 64,PACKAGING MATERIALS,2024-05-08,29,Warehouse 1,2024-05-04,42,Supplier D,10,274,259
68535-NEW-790-RAW,Raw Materials Item 330,RAW MATERIALS,2024-11-11,19,Warehouse 1,2024-11-08,19,Supplier A,6,206,193
42352-NEW-850-PAC,Packaging Materials Item 349,PACKAGING MATERIALS,2024-05-28,49,Warehouse 2,2024-05-22,48,Supplier D,7,287,270
93544-NEW-998-PAC,Packaging Materials Item 402,PACKAGING MATERIALS,2024-03-23,20,Warehouse 3,2024-03-14,18,Supplier B,10,295,281
56935-NEW-867-CON,Consumables Item 134,CONSUMABLES,2025-01-14,70,Warehouse 1,2025-01-05,70,Supplier E,10,153,123
87279-NEW-627-RAW,Raw Materials Item 449,RAW MATERIALS,2025-07-11,29,Warehouse 2,2025-07-06,36,Supplier A,2,297,272
69860-NEW-740-CON,Consumables Item 259,CONSUMABLES,2024-07-31,61,Warehouse 2,2024-07-29,61,Supplier B,2,273,249
16098-NEW-026-CON,Consumables Item 32,CONSUMABLES,2024-08-12,97,Warehouse 2,2024-08-06,92,Supplier C,6,293,274
43140-NEW-239-PAC,Packaging Materials Item 178,PACKAGING MATERIALS,2025-04-08,24,Warehouse 3,2025-04-02,24,Supplier B,9,105,79
91836-NEW-191-CON,Consumables Item 392,CONSUMABLES,2025-08-03,65,Warehouse 3,2025-08-01,67,Supplier D,4,259,241
83344-NEW-318-PAC,Packaging Materials Item 126,PACKAGING MATERIALS,2024-07-02,31,Warehouse 2,2024-06-28,41,Supplier D,5,202,197
80011-024-R00-MYS-DCP-0025ST-2.0G-PRM,TAG TBAG 025/2.0g/24 PREMIUM,FINISHED GOODS,2024-05-17,9,Warehouse 1,2024-05-23,38,Supplier B,3,487,516
75980-NEW-810-SPA,Spare Parts Item 221,SPARE PARTS,2024-09-03,39,Warehouse 3,2024-08-25,42,Supplier D,3,244,220
67498-NEW-274-RAW,Raw Materials Item 103,RAW MATERIALS,2024-01-09,95,Warehouse 1,2024-01-01,90,Supplier E,8,291,284
18469-NEW-650-RAW,Raw Materials Item 243,RAW MATERIALS,2025-10-11,97,Warehouse 1,2025-10-08,106,Supplier D,6,119,111
80314-006-R00-HKN-QTL-0025FE-2.0G-EGOS,FOIL ENV TBAG 025/2.0g/06 EMERALD GREEN-ORGANIC SENCHA GREEN TEA,FINISHED GOODS,2024-10-04,28,Warehouse 1,2024-10-04,53,Supplier E,3,77,102
52083-NEW-933-PAC,Packaging Materials Item 190,PACKAGING MATERIALS,2024-11-22,67,Warehouse 3,2024-11-15,63,Supplier D,6,262,238
59165-NEW-606-CON,Consumables Item 257,CONSUMABLES,2024-06-23,54,Warehouse 3,2024-06-19,66,Supplier C,4,232,209
26432-NEW-824-RAW,Raw Materials Item 59,RAW MATERIALS,2024-07-18,95,Warehouse 1,2024-07-12,102,Supplier D,7,111,88
14027-NEW-382-RAW,Raw Materials Item 55,RAW MATERIALS,2025-01-13,46,Warehouse 1,2025-01-05,43,Supplier D,4,293,271
12716-NEW-051-SPA,Spare Parts Item 285,SPARE PARTS,2024-10-11,98,Warehouse 2,2024-10-06,96,Supplier A,9,152,122
80245-012-R00-KEN-AMS-0020ST-1.5G-BB.VN,TAG TBAG 020/1.5g/12 BLUEBERRY & VANILLA,FINISHED GOODS,2024-06-09,48,Warehouse 1,2024-06-15,43,Supplier E,5,107,102
11029-NEW-686-SPA,Spare Parts Item 57,SPARE PARTS,2024-11-10,26,Warehouse 2,2024-11-02,41,Supplier B,6,104,98
80121-012-R00-ISL-EKH-0025ST-2.0G-DJ,TAG TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-05-24,6,Warehouse 1,2024-05-15,48,Supplier C,7,418,460
54412-NEW-632-WOR,Work-In-Progress Item 189,WORK-IN-PROGRESS,2025-05-05,84,Warehouse 1,2025-04-26,87,Supplier D,8,190,179
72418-NEW-631-RAW,Raw Materials Item 365,RAW MATERIALS,2024-09-16,49,Warehouse 3,2024-09-14,60,Supplier D,4,264,249
59976-NEW-553-SPA,Spare Parts Item 354,SPARE PARTS,2025-07-09,63,Warehouse 2,2025-07-05,62,Supplier A,6,262,237
11127-NEW-721-RAW,Raw Materials Item 307,RAW MATERIALS,2025-05-14,91,Warehouse 3,2025-05-08,94,Supplier E,10,103,74
55177-NEW-847-WOR,Work-In-Progress Item 155,WORK-IN-PROGRESS,2024-11-15,19,Warehouse 2,2024-11-13,24,Supplier A,7,292,279
24634-NEW-210-WOR,Work-In-Progress Item 14,WORK-IN-PROGRESS,2025-04-19,21,Warehouse 2,2025-04-15,25,Supplier C,9,124,104
80086-012-R00-THA-GPW-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-08-03,16,Warehouse 1,2024-08-11,25,Supplier E,3,379,388
36674-NEW-741-PAC,Packaging Materials Item 417,PACKAGING MATERIALS,2025-06-20,30,Warehouse 3,2025-06-13,42,Supplier E,4,176,153
50401-NEW-277-PAC,Packaging Materials Item 449,PACKAGING MATERIALS,2025-04-17,26,Warehouse 2,2025-04-08,34,Supplier E,10,238,220
80371-012-R00-MYS-U&C-0020FE-1.5G-PGT,FOIL ENV TBAG 020/1.5g/12 PURE GREEN,FINISHED GOODS,2024-08-19,26,Warehouse 1,2024-08-23,24,Supplier D,14,396,394
65439-NEW-373-PAC,Packaging Materials Item 74,PACKAGING MATERIALS,2024-05-07,11,Warehouse 3,2024-05-05,24,Supplier B,6,290,281
81967-001-R00-000-000-LEAFTE-070G-ICNJAS,TPR CERAMIC CADDY 0070g/01 IMPERIAL CHINA NATURAL JASMINE GREEN TEA,FINISHED GOODS,2024-04-05,40,Warehouse 1,2024-03-30,27,Supplier D,3,296,283
62632-NEW-565-PAC,Packaging Materials Item 131,PACKAGING MATERIALS,2024-07-20,79,Warehouse 1,2024-07-17,90,Supplier E,2,242,237
80756-NEW-774-RAW,Raw Materials Item 423,RAW MATERIALS,2024-02-12,64,Warehouse 1,2024-02-08,67,Supplier D,7,187,179
80106-012-R00-POL-GFS-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-07-13,15,Warehouse 1,2024-07-19,36,Supplier D,10,396,417
59174-NEW-668-RAW,Raw Materials Item 53,RAW MATERIALS,2024-03-06,96,Warehouse 3,2024-03-01,94,Supplier A,6,243,235
80119-012-R00-USA-CVL-0025ST-2.0G-EB,TAG TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-07-25,39,Warehouse 1,2024-07-15,38,Supplier D,3,292,291
34775-NEW-699-WOR,Work-In-Progress Item 77,WORK-IN-PROGRESS,2025-01-20,71,Warehouse 3,2025-01-17,80,Supplier D,6,187,180
97845-NEW-590-RAW,Raw Materials Item 16,RAW MATERIALS,2025-05-29,45,Warehouse 2,2025-05-24,47,Supplier D,8,120,94
80314-006-R00-MYS-DCP-0025FE-2.0G-EGOS,FOIL ENV TBAG 025/2.0g/06 EMERALD GREEN-ORGANIC SENCHA GREEN TEA,FINISHED GOODS,2024-07-20,44,Warehouse 1,2024-07-15,48,Supplier D,14,88,92
80440-012-001-000-000-0020FE-1.5G-RH,FOIL ENV TBAG 020/1.5g/12 ROSEHIP,FINISHED GOODS,2024-02-08,18,Warehouse 1,2024-02-06,45,Supplier C,14,263,290
24947-NEW-295-WOR,Work-In-Progress Item 483,WORK-IN-PROGRESS,2025-09-18,96,Warehouse 1,2025-09-10,101,Supplier D,9,184,159
35825-NEW-747-SPA,Spare Parts Item 355,SPARE PARTS,2024-01-08,71,Warehouse 3,2023-12-31,74,Supplier C,4,289,267
21713-NEW-418-WOR,Work-In-Progress Item 138,WORK-IN-PROGRESS,2025-07-26,33,Warehouse 2,2025-07-17,46,Supplier B,3,186,158
93009-NEW-749-SPA,Spare Parts Item 97,SPARE PARTS,2025-01-25,82,Warehouse 3,2025-01-20,80,Supplier D,10,196,186
40592-NEW-176-CON,Consumables Item 168,CONSUMABLES,2024-07-15,60,Warehouse 1,2024-07-11,63,Supplier E,3,230,218
80810-NEW-217-RAW,Raw Materials Item 278,RAW MATERIALS,2025-04-10,26,Warehouse 1,2025-04-04,35,Supplier E,5,206,182
81594-NEW-594-WOR,Work-In-Progress Item 2,WORK-IN-PROGRESS,2024-01-06,71,Warehouse 3,2024-01-03,78,Supplier B,10,287,275
44887-NEW-657-PAC,Packaging Materials Item 331,PACKAGING MATERIALS,2024-03-21,76,Warehouse 2,2024-03-18,79,Supplier A,3,101,92
80245-012-R00-KEN-AMS-0020ST-1.5G-BB.VN,TAG TBAG 020/1.5g/12 BLUEBERRY & VANILLA,FINISHED GOODS,2024-06-08,32,Warehouse 1,2024-06-08,16,Supplier B,11,102,86
96163-NEW-390-CON,Consumables Item 297,CONSUMABLES,2024-11-27,71,Warehouse 2,2024-11-18,78,Supplier A,4,176,164
31859-NEW-142-CON,Consumables Item 289,CONSUMABLES,2025-07-17,53,Warehouse 2,2025-07-08,61,Supplier E,5,182,174
64464-NEW-816-CON,Consumables Item 497,CONSUMABLES,2025-06-14,11,Warehouse 3,2025-06-04,22,Supplier E,7,275,262
80107-012-R00-PHL-EIC-0025FE-2.0G-DJ,FOIL ENV TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-08-29,37,Warehouse 1,2024-08-19,19,Supplier B,3,172,154
21732-NEW-008-WOR,Work-In-Progress Item 140,WORK-IN-PROGRESS,2025-01-29,11,Warehouse 3,2025-01-25,16,Supplier E,8,100,93
57088-NEW-649-PAC,Packaging Materials Item 106,PACKAGING MATERIALS,2024-09-29,84,Warehouse 2,2024-09-20,92,Supplier E,7,263,240
26961-NEW-374-WOR,Work-In-Progress Item 384,WORK-IN-PROGRESS,2024-07-14,25,Warehouse 2,2024-07-05,34,Supplier C,3,216,186
58454-NEW-654-PAC,Packaging Materials Item 59,PACKAGING MATERIALS,2025-06-20,11,Warehouse 1,2025-06-12,24,Supplier A,10,157,151
80178-006-R00-CHN-RCL-0020ST-2.0G-BS,EXCEPTIONAL LEAF TBAG 020/2.0g/06 BERRY SENSATION,FINISHED GOODS,2024-09-24,13,Warehouse 1,2024-09-15,17,Supplier A,9,439,443
44038-NEW-679-RAW,Raw Materials Item 360,RAW MATERIALS,2025-08-15,80,Warehouse 2,2025-08-13,87,Supplier B,3,138,112
68702-NEW-424-RAW,Raw Materials Item 371,RAW MATERIALS,2025-03-05,82,Warehouse 1,2025-02-25,91,Supplier B,6,153,144
32347-NEW-968-WOR,Work-In-Progress Item 401,WORK-IN-PROGRESS,2025-09-08,40,Warehouse 2,2025-08-30,44,Supplier B,8,226,207
77213-NEW-397-PAC,Packaging Materials Item 433,PACKAGING MATERIALS,2024-05-25,16,Warehouse 2,2024-05-15,17,Supplier D,10,143,122
